name,text
Hillary,"We don’t want to turn against each other.
We want to work with one another.
We want to set big goals in this country.
#StrongerTogether"
Don,So great being with you both in the Oval Office! https://t.co/9VoIV3NahE
Don,Brutal and Extended Cold Blast could shatter ALL RECORDS - Whatever happened to Global Warming?
Don,Congratulations to new Australian Prime Minister Scott Morrison. There are no greater friends than the United States and Australia!
Don,"Ivanka Trump &amp; Jared Kushner had NOTHING to do with the so called “pushing out” of Don McGahn.The Fake News Media has it, purposely,so wrong! They love to portray chaos in the White House when they know that chaos doesn’t exist-just a “smooth running machine” with changing parts!"
Hillary,Our favorite moments from Hillary's appearance on Between Two Ferns <U+2192> https://t.co/tXLPQtR7tb https://t.co/Er2YqHQVhl
Barry,"""In America, after a lifetime of hard work, you should be able to retire with dignity and a sense of security."" —Obama #ProtectYourSavings"
Don,"Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The President says look, this is your neighborhood, you’ve got to stand up to protect yourselves. Don’t always look to America.”"
Hillary,Tune in to watch @HillaryClinton chat with @NickKristof at #WITW: https://t.co/MYBDyyBTeC
Hillary,"""27 million strong all ready to vote for freedom, equality, and reason—traits that seem to have gone out of season."" https://t.co/0Bq9ilscg1"
Barry,"""We've emerged from what was a once-in-a-generation crisis, better positioned for the future than any of our competitors."" —President Obama"
Barry,This is a big day for millions of middle-class workers. https://t.co/CCzAOOjxda
Hillary,"Grateful to the Senate Finance Committee for passing a strong and much needed bipartisan reauthorization bill. Now, let's get this done. 6/7"
Hillary,"Women’s rights are human rights. That was a radical idea back in 1995. It shouldn’t still be two decades later.
https://t.co/BYZR7nI8Qh"
Barry,Add your name if you think the Senate should do its job: https://t.co/cRmr4M8lSl #DoYourJob https://t.co/DNxgqTSRTN
Hillary,Not even a rainy day can take away the excitement of voting for @HillaryClinton as the first female president! #OHVotesEarly #ImWithHer https://t.co/V3icoXCSas
Barry,"""Progress isn’t guaranteed. It’s not inevitable. It’s something that has to be fought for."" —President Obama https://t.co/GhtHOQNU5u"
Barry,Be on the right side of history. Add your name to continue the fight for equality: http://t.co/08I1PRCsAM #LoveIsLove
Don,"Late last night, our deadline, we reached a wonderful new Trade Deal with Canada, to be added into the deal already reached with Mexico. The new name will be The United States Mexico Canada Agreement, or USMCA. It is a great deal for all three countries, solves the many......"
Hillary,Donald—you can’t show us your plans because you have none. #Debate
Barry,"""Pick any metric you want—America’s resurgence is real."" Watch President Obama's weekly address: http://t.co/netUWCKifQ"
Hillary,The difference between Hillary and Donald in less than 45 seconds. https://t.co/FEvRjpqDjF
Hillary,Hillary has earned nearly every newspaper endorsement of the general election. Here's why: https://t.co/Nl9hweC8jO
Hillary,Donald Trump may live in his own reality—but we've got his own words right here. Check them out: https://t.co/NLPH8sbAGn #debatenight
Barry,"America needs to #LeadOnTrade. If you want trade policy that's tough, progressive, and transparent, add your name: http://t.co/xv3tZi1G4H"
Barry,Time to check this one off your bucket list: https://t.co/iK5f3Pz5Ft https://t.co/dYQZP3A8mh
Hillary,Trump obsessively bullies Rosie O'Donnell—an accomplished actor. He insulted Kim Kardashian for her weight—when she was pregnant. Pathetic.
Don,We have been working hard on this - and it’s only going to get better! https://t.co/MtGjmhMO8B
Hillary,".@IndivisibleTeam @swingleft @ColorOfChange @EmergeAmerica @runforsomething @GovHowardDean This year hasn't been what I envisioned, but I know what I'm still fighting for: a kinder, big-hearted, inclusive America. Onward!"
Don,"Just signed one of the most important, and largest, Trade Deals in U.S. and World History. The United States, Mexico and Canada worked so well together in crafting this great document. The terrible NAFTA will soon be gone. The USMCA will be fantastic for all!"
Barry,"Not long ago, women could be charged more for health insurance—for being women. There's more to do: https://t.co/YQE99FTIoH #StandWithWomen"
Hillary,"After acts of unspeakable cruelty &amp; cowardice, the people of London &amp; the UK choose resolve over fear. Your friends in the US stand w/ you. https://t.co/ZUkeTG4qoh"
Hillary,“I will be a president who seeks to find common ground while standing my ground.” —Hillary
Hillary,".@chucktodd: ""What is the status of the FBI investigation into the Clinton Foundation?""

@PeteWilliamsNBC: ""There really isn't one."" https://t.co/y3fwWLP1HM"
Barry,Here are eight ways #Obamacare has proved the critics wrong: http://t.co/kjxbQXoraW (h/t @voxdotcom)
Barry,The economy continues a record-breaking streak of 71 straight months of private-sector job growth. Read more: https://t.co/m8n78oUWXI
Don,Will be having lunch in White House residence with large group concerning Border Security.
Hillary,Trump wants to give trillions in tax cuts to millionaires and corporations. It’s trickle-down economics on steroids. https://t.co/qqEnK144FO
Hillary,"""It will send a strong and powerful message...that we truly believe in equality."" —@RepJohnLewis

Register to vote: https://t.co/tTgeqy51PU https://t.co/wLoKeWaPQD"
Don,"WOW - Mesa, Arizona! Look forward to joining everyone soon. Something’s happening!! #MAGA<U+0001F1FA><U+0001F1F8> https://t.co/z6LNGYoICO"
Don,"So where are all the missing Text messages between fired FBI agents Peter S and the lovely Lisa Page, his lover. Just reported that they have been erased and wiped clean. What an outrage as the totally compromised and conflicted Witch Hunt moves ever so slowly forward. Want them!"
Barry,Stay in the loop with important facts. Join @OFA's Truth Team: https://t.co/2KkNrPgHPL https://t.co/FDOocrpQvU
Hillary,"""I’ve had to listen to Donald Trump for 3 full debates…I have now stood next to Donald Trump longer than any of his campaign managers."""
Barry,Add your name to support the most progressive trade deal in this nation's history: http://t.co/DPx1onQXmm #LeadOnTrade
Hillary,"@mintimm @kenscudder Congratulations x2, Mini! Such wonderful news."
Don,.....THIS SHOULD NEVER HAPPEN TO A PRESIDENT AGAIN!
Don,"....terrible Gang of Angry Democrats. Look at their past, and look where they come from. The now $30,000,000 Witch Hunt continues and they’ve got nothing but ruined lives. Where is the Server? Let these terrible people go back to the Clinton Foundation and “Justice” Department!"
Hillary,A reminder of why the 2018 midterms were so important: Tens of thousands of people now have health care in Maine because Gov. Mills fulfilled the will of voters and expanded Medicaid. https://t.co/feHfaoXi9k
Don,@dbongino Im a firefighter and im NOT voting for Joe.
Don,"I just had a long and productive call with President @RT_Erdogan of Turkey. We discussed ISIS, our mutual involvement in Syria, &amp; the slow &amp; highly coordinated pullout of U.S. troops from the area. After many years they are coming home. We also discussed heavily expanded Trade."
Barry,Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate https://t.co/znuajZ6CmE
Don,"In our Country, so much money has been poured down the drain, for so many years, but when it comes to Border Security and the Military, the Democrats fight to the death. We won on the Military, which is being completely rebuilt. One way or the other, we will win on the Wall!"
Hillary,"Tonight, @hillaryclinton got the perfect FaceTime while joining @liuba4congress for the launch of @votemamaus https://t.co/dMf8T2SSKP"
Barry,"""If you meet the criteria, you can come out of the shadows and get right with the law."" —President Obama #ImmigrationAction"
Barry,A new study confirms that the #TPP will raise wages for American workers and grow our economy. https://t.co/Yidp3pWnX3
Barry,We can tackle climate change—but it's going to take all of us working together. #ActOnClimate https://t.co/LEvJFzebLA
Don,"I need the people of West Virginia to send a message to Chuck Schumer, Maxine Waters, Nancy Pelosi and the Radical Democrats by voting for Carol Miller and Patrick Morrisey!"
Don,President Trump provides an update on the response to Hurricane Michael: https://t.co/zmnHXKakYw
Barry,DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered https://t.co/9RGG5Pr4mb
Barry,The last chance to #GetCovered for 2015 is only days away. Find a plan today: http://t.co/4lQezMBknb http://t.co/oTh6b92jJ1
Don,Great reviews on the USMCA - sooo much better than NAFTA!
Don,Mueller’s Final Report ‘Completely Vindicates’ President Trump <U+0001F447> https://t.co/t97JxHWdji
Don,"The Mayor of Tijuana, Mexico, just stated that “the City is ill-prepared to handle this many migrants, the backlog could last 6 months.” Likewise, the U.S. is ill-prepared for this invasion, and will not stand for it. They are causing crime and big problems in Mexico. Go home!"
Hillary,"The Enquirer editorial board is endorsing Hillary Clinton for president, breaking a nearly century-long tradition of endorsing Republicans."
Barry,"""It is good to be home."" —President Obama in Chicago #ImmigrationAction"
Hillary,"""Let’s work our hearts out so we can finally say 'Madam President.’” —@MachadoOficial https://t.co/3TKJ4H68Kz https://t.co/3lehgELwQ4"
Hillary,Do you or someone in your life need affordable health care? The deadline to enroll in Obamacare is tomorrow. Spread the word: https://t.co/3Ll40AaneO
Don,Woodward: Investigate FBICIA Handling of 'Garbage' Dossier... https://t.co/Py5AwZpRfy
Don,https://t.co/ssJNhlTMzy
Hillary,"My thoughts are with everyone affected by record-breaking river flooding along the Mississippi and Missouri rivers, particularly hard-hit Nebraska. Nine million people in 14 states are under flood warnings that could persist for weeks. https://t.co/lOsLgmrWW9"
